video,subject,rating,video_mean,video_std,deviation,n_sigma
Video13_Ai.mp4,eb24e838-af12-ca5f-0c57-198cff289267,5,1.6972477064220184,1.0497317748760897,3.3027522935779814,3.1462821004611756
Video13_Ai.mp4,8c401d22-34e1-ed87-3040-42a026c97b21,5,1.6972477064220184,1.0497317748760897,3.3027522935779814,3.1462821004611756
Video13_Ai.mp4,2052ba45-3891-3672-ac07-378a95fa8c60,5,1.6972477064220184,1.0497317748760897,3.3027522935779814,3.1462821004611756
Video13_Ai.mp4,377678d3-4afe-710d-0f1b-fca822b144d7,5,1.6972477064220184,1.0497317748760897,3.3027522935779814,3.1462821004611756
Video08_Ai.mp4,a1b9f807-3ba3-0829-f29a-ece19fd1f083,5,1.9537037037037037,1.130579697962111,3.0462962962962963,2.6944551558703
Video08_Ai.mp4,debb6d92-69ba-2878-c417-eefd46d94795,5,1.9537037037037037,1.130579697962111,3.0462962962962963,2.6944551558703
Video24_Real.mp4,f8c58981-bdca-2223-33f2-64b3e5d94720,2,4.648148148148148,0.6162111365132034,2.648148148148148,4.297468823969245
Video24_Real.mp4,b0ad9065-c490-b275-e345-0c47abe26959,3,4.648148148148148,0.6162111365132034,1.648148148148148,2.6746484289039354
Video24_Real.mp4,c967ff42-1dcd-7938-5601-93b6c5664aae,3,4.648148148148148,0.6162111365132034,1.648148148148148,2.6746484289039354
Video24_Real.mp4,1362b435-1ce6-7142-2928-527c7e82c129,3,4.648148148148148,0.6162111365132034,1.648148148148148,2.6746484289039354
Video24_Real.mp4,1e4ce7f1-54f0-195a-a525-09ccd31520e1,3,4.648148148148148,0.6162111365132034,1.648148148148148,2.6746484289039354
Video24_Real.mp4,e5331267-4f92-a3b6-535a-1f3535a2ee67,3,4.648148148148148,0.6162111365132034,1.648148148148148,2.6746484289039354
Video25_Real.mp4,d95fe349-ad39-f6ab-1055-dd22ae86b7c0,1,3.8425925925925926,1.0245768402744913,2.8425925925925926,2.7744064484524578
Video25_Real.mp4,cf820008-689a-a6e1-7a28-346fd7923418,1,3.8425925925925926,1.0245768402744913,2.8425925925925926,2.7744064484524578
Video25_Real.mp4,3acc5e90-15a9-5680-46c5-b4879be1f7e4,1,3.8425925925925926,1.0245768402744913,2.8425925925925926,2.7744064484524578
Video25_Real.mp4,1178c991-1394-2ff3-fb16-54e7f71bcca1,1,3.8425925925925926,1.0245768402744913,2.8425925925925926,2.7744064484524578
Video04_Ai.mp4,d95fe349-ad39-f6ab-1055-dd22ae86b7c0,5,1.614678899082569,0.9991501655641782,3.385321100917431,3.3882005103866266
Video04_Ai.mp4,3a68f33b-6030-b56b-480f-86025dd2ce37,5,1.614678899082569,0.9991501655641782,3.385321100917431,3.3882005103866266
Video15_Real.mp4,5a1859cb-a239-c3d5-b755-cff81b8b1d8a,1,4.137614678899083,1.0225955529766988,3.137614678899083,3.0682850808080695
Video15_Real.mp4,8a23e58c-4380-ad9a-d59f-4f2ebc1bccb5,1,4.137614678899083,1.0225955529766988,3.137614678899083,3.0682850808080695
Video15_Real.mp4,e5331267-4f92-a3b6-535a-1f3535a2ee67,1,4.137614678899083,1.0225955529766988,3.137614678899083,3.0682850808080695
Video07_Ai.mp4,384eeb41-f8e7-de51-237f-124f6387ef12,5,1.809090909090909,1.230316245952321,3.190909090909091,2.593568199564155
Video07_Ai.mp4,a1b9f807-3ba3-0829-f29a-ece19fd1f083,5,1.809090909090909,1.230316245952321,3.190909090909091,2.593568199564155
Video07_Ai.mp4,fc619f5f-53a8-bf95-e623-53b6ffa8f0b7,5,1.809090909090909,1.230316245952321,3.190909090909091,2.593568199564155
Video07_Ai.mp4,2324afb8-c320-aa22-23ea-55cd0332eb8d,5,1.809090909090909,1.230316245952321,3.190909090909091,2.593568199564155
Video07_Ai.mp4,48a9abfb-3175-db49-06d2-93c2a17c8dad,5,1.809090909090909,1.230316245952321,3.190909090909091,2.593568199564155
Video07_Ai.mp4,1178c991-1394-2ff3-fb16-54e7f71bcca1,5,1.809090909090909,1.230316245952321,3.190909090909091,2.593568199564155
Video07_Ai.mp4,f3b99086-740f-e45b-c71a-0b7fbba8b469,5,1.809090909090909,1.230316245952321,3.190909090909091,2.593568199564155
Video26_Real.mp4,f6f114b7-8990-ca95-16e3-54f886d1284f,1,4.324074074074074,1.0306399763335845,3.3240740740740744,3.2252524163667604
Video26_Real.mp4,5c7e37b3-aad8-694a-8b8a-6b28c04cdb1a,1,4.324074074074074,1.0306399763335845,3.3240740740740744,3.2252524163667604
Video26_Real.mp4,18fec97c-1576-a1ac-6240-0a0e0c52199f,1,4.324074074074074,1.0306399763335845,3.3240740740740744,3.2252524163667604
Video26_Real.mp4,2052ba45-3891-3672-ac07-378a95fa8c60,1,4.324074074074074,1.0306399763335845,3.3240740740740744,3.2252524163667604
Video26_Real.mp4,48a9abfb-3175-db49-06d2-93c2a17c8dad,1,4.324074074074074,1.0306399763335845,3.3240740740740744,3.2252524163667604
Video17_Real.mp4,d95fe349-ad39-f6ab-1055-dd22ae86b7c0,1,4.10091743119266,1.0623607022277248,3.10091743119266,2.9188932014241202
Video17_Real.mp4,cf820008-689a-a6e1-7a28-346fd7923418,1,4.10091743119266,1.0623607022277248,3.10091743119266,2.9188932014241202
Video17_Real.mp4,3a68f33b-6030-b56b-480f-86025dd2ce37,1,4.10091743119266,1.0623607022277248,3.10091743119266,2.9188932014241202
Video17_Real.mp4,e5331267-4f92-a3b6-535a-1f3535a2ee67,1,4.10091743119266,1.0623607022277248,3.10091743119266,2.9188932014241202
Video999_Ai.mp4,9af53cfa-b34d-cb99-d06e-8e005d186f8d,4,1.3018867924528301,0.818474903716892,2.69811320754717,3.2965130577545954
Video999_Ai.mp4,a8940dc5-d067-8300-88db-03fdff8b5db1,5,1.3018867924528301,0.818474903716892,3.69811320754717,4.518297617621683
Video999_Ai.mp4,3acc5e90-15a9-5680-46c5-b4879be1f7e4,5,1.3018867924528301,0.818474903716892,3.69811320754717,4.518297617621683
Video999_Ai.mp4,377678d3-4afe-710d-0f1b-fca822b144d7,4,1.3018867924528301,0.818474903716892,2.69811320754717,3.2965130577545954
Video999_Ai.mp4,7afdbeab-529f-cc66-cebc-fb41d6b5a79b,4,1.3018867924528301,0.818474903716892,2.69811320754717,3.2965130577545954
